Pid,is_helpful,rating,Actual Response,Review Number,Cost per review,Time Taken,amazon_page,Review text,Rephrased Snippets,aspect,QA_Content,Accept,Processed_QA_Content,Accept_choice
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Bluetooth 5.3 Connectivity: Ortizan takes a step forward in connectivity with Bluetooth 5.3 technology. This ensures a stable and seamless connection with your devices, allowing for quick pairing and an extended wireless range. The upgraded Bluetooth version not only enhances the overall user experience but also contributes to improved power efficiency, extending the speakers battery life.', 'rephrased_it(without experience & observation)': 'Ortizan has upgraded their speakers with Bluetooth 5.3 technology, ensuring a stable and seamless connection with devices. This allows for quick pairing and an extended wireless range, improving the overall user experience and contributing to better power efficiency, extending the speakers battery life.', 'sentiment': 'positive'}""",1,0,3.957520246505737,https://amazon.com/dp/B08FDPW8KR,"""Ortizan has emerged as a notable player, offering a combination of powerful audio performance and eye-catching aesthetics. The Ortizan Portable Bluetooth Speakers promise a feast for the senses, boasting 24W loud stereo sound, deep bass, Bluetooth 5.3 connectivity, and an array of features designed to enhance the listening experience. In this detailed review, well explore the design, performance, and overall user experience to help you decide whether Ortizans offering is the right musical companion for your home, outdoor adventures, or parties."", Design and Build Quality:, ""The Ortizan Portable Bluetooth Speakers make a striking first impression with their sleek and modern design. The speakers compact form factor, paired with a durable build, exudes a sense of portability and sturdiness. The speakers exterior is wrapped in a high-quality, IPX7 waterproof-rated material, ensuring resilience against splashes and the elements, making it an ideal choice for outdoor use."", Loud Stereo Sound and Deep Bass:, ""One of the standout features of Ortizans portable speaker is its impressive audio performance. With 24W of power, the speakers deliver a rich and immersive stereo sound, providing a satisfying listening experience across various genres. The deep bass adds a layer of vibrancy to the audio, making it well-suited for those who appreciate a robust low-end response in their music."", Bluetooth 5.3 Connectivity:, ""Ortizan takes a step forward in connectivity with Bluetooth 5.3 technology. This ensures a stable and seamless connection with your devices, allowing for quick pairing and an extended wireless range. The upgraded Bluetooth version not only enhances the overall user experience but also contributes to improved power efficiency, extending the speakers battery life."", RGB Lights for Visual Ambiance:, Adding a touch of visual flair, Ortizan integrates RGB lights into their portable Bluetooth speakers. The customizable light display can sync with the beat of the music, creating a dynamic and vibrant ambiance. This feature is particularly appealing for parties, outdoor gatherings, or when you simply want to enhance the mood while enjoying your favorite tunes., Dual Pairing Capability:, ""For those seeking a more immersive audio experience, Ortizans speakers come equipped with dual pairing capabilities. This allows users to connect two speakers simultaneously, creating a stereo soundstage that elevates the overall audio quality. The dual pairing feature is a thoughtful addition for users who want to enhance their listening experience in larger spaces."", Long Battery Life:, ""One of the notable advantages of Ortizans portable Bluetooth speakers is their impressive battery life. With up to 30 hours of playtime on a single charge, these speakers are designed to keep the music playing throughout the day and into the night. The extended battery life makes them an excellent companion for outdoor adventures, parties, or situations where recharging may not be readily available."", Positive Points:, ""Sleek and Modern Design: The speakers compact form factor and stylish design make it visually appealing."", Impressive Audio Performance: With 24W of power and deep bass, Ortizan delivers a satisfying and immersive listening experience., Bluetooth 5.3 Connectivity: The upgraded Bluetooth version ensures a stable and efficient wireless connection., RGB Lights for Visual Ambiance: Customizable light display adds a vibrant and dynamic element to the speaker., Dual Pairing Capability: Users can connect two speakers simultaneously for an enhanced stereo soundstage., Long Battery Life: Up to 30 hours of playtime on a single charge ensures extended use in various scenarios., Negative Points:, ""Bulky Design: While compact, some users may find the speakers design bulkier compared to other ultra-portable options."", RGB Lights Impact Battery Life: The use of RGB lights may affect the overall battery life, especially when used extensively., Conclusion:, ""Ortizan Portable Bluetooth Speakers stand out as a compelling option for those seeking a harmonious blend of style and audio performance. The sleek design, powerful sound output, and a host of features such as Bluetooth 5.3 connectivity, RGB lights, dual pairing capability, and long battery life make these speakers a versatile choice for various occasions. While the slightly bulkier design may not suit users looking for the most compact options, Ortizans offering excels in delivering a captivating audiovisual experience that is sure to enhance your music enjoyment, whether at home, outdoors, or during lively gatherings."", Positive Points Summary:, Sleek and Modern Design, Impressive Audio Performance, Bluetooth 5.3 Connectivity, RGB Lights for Visual Ambiance, Dual Pairing Capability, Long Battery Life, Negative Points Summary:, Bulky Design, RGB Lights Impact Battery Life","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Bluetooth 5.3 Connectivity: Ortizan takes a step forward in connectivity with Bluetooth 5.3 technology. This ensures a stable and seamless connection with your devices, allowing for quick pairing and an extended wireless range. The upgraded Bluetooth version not only enhances the overall user experience but also contributes to improved power efficiency, extending the speakers battery life.', 'rephrased_it(without experience & observation)': 'Ortizan has upgraded their speakers with Bluetooth 5.3 technology, ensuring a stable and seamless connection with devices. This allows for quick pairing and an extended wireless range, improving the overall user experience and contributing to better power efficiency, extending the speakers battery life.', 'sentiment': 'positive'}",connectivity range,"Ortizan has upgraded their speakers with Bluetooth 5.3 technology, ensuring a stable and seamless connection with devices. This allows for quick pairing and an extended wireless range, improving the overall user experience and contributing to better power efficiency, extending the speakers battery life.",,"We have upgraded our speakers with Bluetooth 5.3 technology for a stable and seamless connection with devices. This enables quick pairing and an extended wireless range, improving the overall user experience and contributing to better power efficiency, extending the speakers battery life.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'It loses Bluetooth connectivity when my phone is on the right side of my body and the speaker is on my left, within 3ft of each other. Range is so bad I have to carry it with me everywhere.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker loses Bluetooth connectivity when the phone is on the right side of the body and the speaker is on the left side, within 3ft of each other. The user also mentioned that the range is so bad that he has to carry it with him everywhere.', 'sentiment': 'negative'}""",2,0,3.300430774688721,https://amazon.com/dp/B08FDPW8KR,"  I\ve had quite a few Bluetooth speakers. I own several Bose, Ion, JBL, and some other, lesser quality portable speakers. I was looking to replace my ""Ion Plunge"" which I\ve had for years now and use for work and play constantly. In comparison this Ortizan stinks. It loses Bluetooth connectivity when my phone is on the right side of my body and the speaker is on my left, within 3ft of each other. Checked with 3 different phones. Range is so bad I have to carry it with me everywhere. I wanted to just throw it away last week because it was so frustrating while at work. Sound is fine, buttons are fine, battery life seems ok. I haven\t taken it river floating yet because I figure it\ll just disconnect constantly and I\ll be playing with my phone the whole time.  Seeking a different brand replacement for this one already after 2 weeks.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'It loses Bluetooth connectivity when my phone is on the right side of my body and the speaker is on my left, within 3ft of each other. Range is so bad I have to carry it with me everywhere.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker loses Bluetooth connectivity when the phone is on the right side of the body and the speaker is on the left side, within 3ft of each other. The user also mentioned that the range is so bad that he has to carry it with him everywhere.', 'sentiment': 'negative'}",connectivity range,"The user mentioned that the speaker loses Bluetooth connectivity when the phone is on the right side of the body and the speaker is on the left side, within 3ft of each other. The user also mentioned that the range is so bad that he has to carry it with him everywhere.",,"I have noticed that the speaker loses Bluetooth connectivity when my phone is on the right side of my body and the speaker is on the left side, within 3ft of each other. The range is so bad that I have to carry it with me everywhere.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Range isn\t very good so you have to stay within about 5 feet because at about 8-10 feet it starts to loose connection.', 'rephrased_it(without experience & observation)': 'The user mentioned that the range of the speaker is not good and it starts to lose connection at a distance of 8-10 feet from the speaker.', 'sentiment': 'negative'}""",3,0,2.413903951644897,https://amazon.com/dp/B08FDPW8KR,"  The sound quality is great when it doesn\t cut out. Its not an electrical problem it just ""skips"", however it was only about $30 and I bought it for my canoe and float trips to have music along the way without an expensive speaker to potentially get ruined. Range isn\t very good so you have to stay within about 5 feet because at about 8-10 feet it starts to loose connection. Overall it does what I purchased it for and it was pretty cheap but I had hoped it wouldn\t have issues like randomly cutting out.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Range isn\t very good so you have to stay within about 5 feet because at about 8-10 feet it starts to loose connection.', 'rephrased_it(without experience & observation)': 'The user mentioned that the range of the speaker is not good and it starts to lose connection at a distance of 8-10 feet from the speaker.', 'sentiment': 'negative'}",connectivity range,The user mentioned that the range of the speaker is not good and it starts to lose connection at a distance of 8-10 feet from the speaker.,,The speaker's range is not good and it starts to lose connection at a distance of 8-10 feet.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,7,3,"""{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': '- Bluetooth connection is pretty good, decent range.', 'rephrased_it(without experience & observation)': 'The user mentioned that the Bluetooth connection is pretty good and has a decent range.', 'sentiment': 'positive'}""",4,0,1.67361307144165,https://amazon.com/dp/B08FDPW8KR,"Plays in sync and across a living room.

, ""- Sound quality, notably the base for its price and size.

(At least at first, see cons for more)"", - Bluetooth connection is pretty good, decent range.

, - Decent waterproofing, - Good for outdoors, Cons:, ""- battery is not good, lasts for maybe 1 day with infrequent use.

Whats worse is that it becomes unusable after it starts giving you a warning that its about to die, making the effective battery life even shorter.","{'feature': 'connectivity range of wireless-bluetooth-speakers', 'actual_sentence_extracted': '- Bluetooth connection is pretty good, decent range.', 'rephrased_it(without experience & observation)': 'The user mentioned that the Bluetooth connection is pretty good and has a decent range.', 'sentiment': 'positive'}",connectivity range,The user mentioned that the Bluetooth connection is pretty good and has a decent range.,,The Bluetooth connection has a decent range and is pretty good.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,1,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Unfortunately it didnt. I can still use this around the house, but portability is no longer an option.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is not portable anymore since it did not charge despite being left plugged in all day. However, it can still be used around the house.', 'sentiment': 'negative'}""",1,0,2.301998138427734,https://amazon.com/dp/B08FDPW8KR,"I tested this by leaving it plugged in all day on my desk while I worked, so it had more than enough time to get charged up.  

Unfortunately it didnt.  

I can still use this around the house, but portability is no longer an option.  

You get what you pay for, I suppose.""","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Unfortunately it didnt. I can still use this around the house, but portability is no longer an option.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker is not portable anymore since it did not charge despite being left plugged in all day. However, it can still be used around the house.', 'sentiment': 'negative'}",portability,"The user mentioned that the speaker is not portable anymore since it did not charge despite being left plugged in all day. However, it can still be used around the house.",,"The speaker didn't charge despite being plugged in all day, but I can still use it around the house.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The speakers compact form factor, paired with a durable build, exudes a sense of portability and sturdiness.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speakers compact form factor and durable build make it portable and sturdy.', 'sentiment': 'positive'}""",2,0,2.185737133026123,https://amazon.com/dp/B08FDPW8KR,"""Ortizan has emerged as a notable player, offering a combination of powerful audio performance and eye-catching aesthetics. The Ortizan Portable Bluetooth Speakers promise a feast for the senses, boasting 24W loud stereo sound, deep bass, Bluetooth 5.3 connectivity, and an array of features designed to enhance the listening experience. In this detailed review, well explore the design, performance, and overall user experience to help you decide whether Ortizans offering is the right musical companion for your home, outdoor adventures, or parties."", Design and Build Quality:, ""The Ortizan Portable Bluetooth Speakers make a striking first impression with their sleek and modern design. The speakers compact form factor, paired with a durable build, exudes a sense of portability and sturdiness. The speakers exterior is wrapped in a high-quality, IPX7 waterproof-rated material, ensuring resilience against splashes and the elements, making it an ideal choice for outdoor use."", Loud Stereo Sound and Deep Bass:, ""One of the standout features of Ortizans portable speaker is its impressive audio performance. With 24W of power, the speakers deliver a rich and immersive stereo sound, providing a satisfying listening experience across various genres. The deep bass adds a layer of vibrancy to the audio, making it well-suited for those who appreciate a robust low-end response in their music."", Bluetooth 5.3 Connectivity:, ""Ortizan takes a step forward in connectivity with Bluetooth 5.3 technology. This ensures a stable and seamless connection with your devices, allowing for quick pairing and an extended wireless range. The upgraded Bluetooth version not only enhances the overall user experience but also contributes to improved power efficiency, extending the speakers battery life."", RGB Lights for Visual Ambiance:, Adding a touch of visual flair, Ortizan integrates RGB lights into their portable Bluetooth speakers. The customizable light display can sync with the beat of the music, creating a dynamic and vibrant ambiance. This feature is particularly appealing for parties, outdoor gatherings, or when you simply want to enhance the mood while enjoying your favorite tunes., Dual Pairing Capability:, ""For those seeking a more immersive audio experience, Ortizans speakers come equipped with dual pairing capabilities. This allows users to connect two speakers simultaneously, creating a stereo soundstage that elevates the overall audio quality. The dual pairing feature is a thoughtful addition for users who want to enhance their listening experience in larger spaces."", Long Battery Life:, ""One of the notable advantages of Ortizans portable Bluetooth speakers is their impressive battery life. With up to 30 hours of playtime on a single charge, these speakers are designed to keep the music playing throughout the day and into the night. The extended battery life makes them an excellent companion for outdoor adventures, parties, or situations where recharging may not be readily available."", Positive Points:, ""Sleek and Modern Design: The speakers compact form factor and stylish design make it visually appealing."", Impressive Audio Performance: With 24W of power and deep bass, Ortizan delivers a satisfying and immersive listening experience., Bluetooth 5.3 Connectivity: The upgraded Bluetooth version ensures a stable and efficient wireless connection., RGB Lights for Visual Ambiance: Customizable light display adds a vibrant and dynamic element to the speaker., Dual Pairing Capability: Users can connect two speakers simultaneously for an enhanced stereo soundstage., Long Battery Life: Up to 30 hours of playtime on a single charge ensures extended use in various scenarios., Negative Points:, ""Bulky Design: While compact, some users may find the speakers design bulkier compared to other ultra-portable options."", RGB Lights Impact Battery Life: The use of RGB lights may affect the overall battery life, especially when used extensively., Conclusion:, ""Ortizan Portable Bluetooth Speakers stand out as a compelling option for those seeking a harmonious blend of style and audio performance. The sleek design, powerful sound output, and a host of features such as Bluetooth 5.3 connectivity, RGB lights, dual pairing capability, and long battery life make these speakers a versatile choice for various occasions. While the slightly bulkier design may not suit users looking for the most compact options, Ortizans offering excels in delivering a captivating audiovisual experience that is sure to enhance your music enjoyment, whether at home, outdoors, or during lively gatherings."", Positive Points Summary:, Sleek and Modern Design, Impressive Audio Performance, Bluetooth 5.3 Connectivity, RGB Lights for Visual Ambiance, Dual Pairing Capability, Long Battery Life, Negative Points Summary:, Bulky Design, RGB Lights Impact Battery Life","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The speakers compact form factor, paired with a durable build, exudes a sense of portability and sturdiness.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speakers compact form factor and durable build make it portable and sturdy.', 'sentiment': 'positive'}",portability,The user mentioned that the speakers compact form factor and durable build make it portable and sturdy.,,The speakers are portable and sturdy due to their compact form factor and durable build.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,2,4,"""{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I like the portability of it and you can literally hang it from anywhere (curtain rod , planter,ceilingfan ect)', 'rephrased_it(without experience & observation)': 'The user liked the portability of the speaker and mentioned that it can be hung from anywhere.', 'sentiment': 'positive'}""",3,0,2.099920988082886,https://amazon.com/dp/B08FDPW8KR,"This product is all right.

I like the portability of it and you can literally hang it from anywhere (curtain rod , planter,ceilingfan ect), I wish the EQ made a bigger sound difference in base , but I don’t know if it even does much.

The sound is good though.

Also you can turn off the (edm) lights off by clicking the EQ button twice.

That will save you some play time.

That’s it !","{'feature': 'portability of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I like the portability of it and you can literally hang it from anywhere (curtain rod , planter,ceilingfan ect)', 'rephrased_it(without experience & observation)': 'The user liked the portability of the speaker and mentioned that it can be hung from anywhere.', 'sentiment': 'positive'}",portability,The user liked the portability of the speaker and mentioned that it can be hung from anywhere.,,I liked the speaker's portability and it can be hung from anywhere.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,2,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Sound quality - My expectations weren’t high for this but I did expect it to have a little more volume and quality in eq range (highs, mids and lows) than my iPhone….It did not.', 'rephrased_it(without experience & observation)': 'The user expected the speaker to have a little more volume and quality in eq range than his iPhone, but it did not meet his expectations.', 'sentiment': 'negative'}""",1,0,2.614833116531372,https://amazon.com/dp/B08FDPW8KR,"Sound quality - My expectations weren’t high for this

but I did expect it to have a little more volume and quality in eq range (highs, mids and lows) than my iPhone….

It did not.

It has an extremely muffled sound.

, The interface is easy and the LED light will make easier to find if you’re having a late night at the beach, but overall it was disappointing and I will be returning it.

,","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'Sound quality - My expectations weren’t high for this but I did expect it to have a little more volume and quality in eq range (highs, mids and lows) than my iPhone….It did not.', 'rephrased_it(without experience & observation)': 'The user expected the speaker to have a little more volume and quality in eq range than his iPhone, but it did not meet his expectations.', 'sentiment': 'negative'}",sound quality,"The user expected the speaker to have a little more volume and quality in eq range than his iPhone, but it did not meet his expectations.",,"I expected the speaker to have better volume and quality in eq range than my iPhone, but it fell short.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The sound quality is great when it doesn\t cut out.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is great when it does not cut out.', 'sentiment': 'positive'}""",2,0,1.728071928024292,https://amazon.com/dp/B08FDPW8KR,"The sound quality is great when it doesn\t cut out.

Its not an electrical problem it just ""skips"", however it was only about $30 and I bought it for my canoe and float trips to have music along the way without an expensive speaker to potentially get ruined.

Range isn\t very good

so you have to stay within about 5 feet because at about 8-10 feet it starts to loose connection.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The sound quality is great when it doesn\t cut out.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is great when it does not cut out.', 'sentiment': 'positive'}",sound quality,The user mentioned that the sound quality is great when it does not cut out.,,"When it does not cut out, the sound quality is great.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,5,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I had already tried several other small Bluetooth speakers around the same price, but none had the sound quality this one has.', 'rephrased_it(without experience & observation)': 'The user tried several other small Bluetooth speakers around the same price but none had the sound quality this one has.', 'sentiment': 'positive'}""",3,0,2.155285120010376,https://amazon.com/dp/B08FDPW8KR,"I was somewhat skeptical about how the sound quality would be.  

I had already tried several other small Bluetooth speakers around the same price, but none had the sound quality this one has.  

Is it a Bose surround sound?

No.....

But it definitely puts out quality sound and punch for its size.  

I like that it has several pre set EQ (sound) settings that can give more bass, mid range or treble sound.

I highly recommend this for the price.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I had already tried several other small Bluetooth speakers around the same price, but none had the sound quality this one has.', 'rephrased_it(without experience & observation)': 'The user tried several other small Bluetooth speakers around the same price but none had the sound quality this one has.', 'sentiment': 'positive'}",sound quality,The user tried several other small Bluetooth speakers around the same price but none had the sound quality this one has.,,I tried several other small Bluetooth speakers around the same price but none had the sound quality this one has.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'sound quality is really just OK. It definitely sounds like a cheap bluetooth speaker, so dont expect any pleasant surprises.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is just okay and it sounds like a cheap bluetooth speaker, so there are no pleasant surprises.', 'sentiment': 'negative'}""",4,0,2.138104677200317,https://amazon.com/dp/B08FDPW8KR,"It gets pretty loud, though sound quality is really just OK.  

It definitely sounds like a cheap bluetooth speaker, so dont expect any pleasant surprises.

"", It connects real easily and battery life is good enough.  

I probably would try something else","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'sound quality is really just OK. It definitely sounds like a cheap bluetooth speaker, so dont expect any pleasant surprises.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is just okay and it sounds like a cheap bluetooth speaker, so there are no pleasant surprises.', 'sentiment': 'negative'}",sound quality,"The user mentioned that the sound quality is just okay and it sounds like a cheap bluetooth speaker, so there are no pleasant surprises.",,"The sound quality is just okay and it sounds like a cheap bluetooth speaker, so there are no pleasant surprises.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,2,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I love that theres a button to change the equalizer quickly for difference types of music and to initiate Siri.', 'rephrased_it(without experience & observation)': 'The user loves the feature of changing the equalizer quickly for different types of music and initiating Siri with a button.', 'sentiment': 'positive'}""",5,0,2.069686889648438,https://amazon.com/dp/B08FDPW8KR,"""  I’m no expert but The sound quality sounds good.

I love that theres a button to change the equalizer quickly for difference types of music and to initiate Siri.

Unfortunately the battery life is not as expected.

Upon first use, the battery took longer than 3 hours to charge (which I can live with) BUT The box states the battery lasts for 30 hours of use but I got only 10 hours and 41 minutes before I heard the low battery warning.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'I love that theres a button to change the equalizer quickly for difference types of music and to initiate Siri.', 'rephrased_it(without experience & observation)': 'The user loves the feature of changing the equalizer quickly for different types of music and initiating Siri with a button.', 'sentiment': 'positive'}",sound quality,The user loves the feature of changing the equalizer quickly for different types of music and initiating Siri with a button.,,I love the feature of changing the equalizer quickly for different types of music and initiating Siri with a button.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,2,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The sound quality is great. I love that theres a button to change the equalizer quickly for difference types of music.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is great and he loves the button to change the equalizer quickly for different types of music.', 'sentiment': 'positive'}""",6,0,2.173265695571899,https://amazon.com/dp/B08FDPW8KR,"""  The sound quality is great.

I love that theres a button to change the equalizer quickly for difference types of music.

I havent tested the water resistance, but the battery power is greatly lacking, so I dont see a point in checking water resistance since I wont be keeping it.

Upon first use, the battery lasted 2-3 days of hours long use each day.

Im home all day.

I noticed the battery didnt last nearly as long after the first charge.

So I tested it.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The sound quality is great. I love that theres a button to change the equalizer quickly for difference types of music.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is great and he loves the button to change the equalizer quickly for different types of music.', 'sentiment': 'positive'}",sound quality,The user mentioned that the sound quality is great and he loves the button to change the equalizer quickly for different types of music.,,I love the sound quality and the button to quickly change the equalizer for different types of music.,yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,2,1,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'There is very little bass, even with two playing at the same time. The sound has that hollow, tin sound.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is poor and there is very little bass even with two speakers playing at the same time. The sound has a hollow, tin sound.', 'sentiment': 'negative'}""",7,0,2.447654962539673,https://amazon.com/dp/B08FDPW8KR,"I purchased 2 of these to get good sound and play them at the same time.  

But the sound quality is poor.  

Though it has an equalizer button, pressing it just gives it worse sound.  

There is very little bass, even with two playing at the same time.  

The sound has that hollow, tin sound.  

I do not recommend these speakers at all.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'There is very little bass, even with two playing at the same time. The sound has that hollow, tin sound.', 'rephrased_it(without experience & observation)': 'The user mentioned that the sound quality is poor and there is very little bass even with two speakers playing at the same time. The sound has a hollow, tin sound.', 'sentiment': 'negative'}",sound quality,"The user mentioned that the sound quality is poor and there is very little bass even with two speakers playing at the same time. The sound has a hollow, tin sound.",,"The sound quality is poor with very little bass even with two speakers playing at the same time. It has a hollow, tin sound.",yes
535eda6c-8cba-11ed-a7ba-930ee103a0a2,0,3,"""{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The lack of a big “Thump” in the bass (which CAN be overdone in other speakers I have heard) … wasn’t too bad and with those genres at lower volumes … the sound quality wasn’t bad.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker lacks a big “Thump” in the bass, but it was not too bad and the sound quality was not bad with genres like instrumental, Jazz, or Classical music at lower volumes.', 'sentiment': 'neutral'}""",8,0,3.00206184387207,https://amazon.com/dp/B08FDPW8KR,"HOWEVER one of my use cases is late at night listening to say intrumental, Jazz, or Classical music.  

The lack of a big “Thump” in the bass (which CAN be overdone in other speakers I have heard) … wasn’t too bad and with those genres at lower volumes … the sound quality wasn’t bad.

Really I’d never call it “muddy” but even bass boost (built in EQ) sounded like there was a lack of “average bass”.

,  ALSO THIS IS NOT 360 sound.","{'feature': 'sound quality of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The lack of a big “Thump” in the bass (which CAN be overdone in other speakers I have heard) … wasn’t too bad and with those genres at lower volumes … the sound quality wasn’t bad.', 'rephrased_it(without experience & observation)': 'The user mentioned that the speaker lacks a big “Thump” in the bass, but it was not too bad and the sound quality was not bad with genres like instrumental, Jazz, or Classical music at lower volumes.', 'sentiment': 'neutral'}",sound quality,"The user mentioned that the speaker lacks a big “Thump” in the bass, but it was not too bad and the sound quality was not bad with genres like instrumental, Jazz, or Classical music at lower volumes.",,"The speaker's bass lacks a big ""Thump,"" but the sound quality is decent with instrumental, Jazz, or Classical music at lower volumes.",yes
535f427a-8cba-11ed-a7ba-930ee103a0a2,0,4,"""{'feature': 'battery life of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The battery life is rated for 16 hours of use, recharging takes a while though (4 hours or so).', 'rephrased_it(without experience & observation)': 'The user mentioned that the battery life of the speaker is rated for 16 hours of use and it takes 4 hours to recharge. ', 'sentiment': 'positive'}""",1,0,2.303366661071777,https://amazon.com/dp/B08ZJ6DQNY,"""  Bluetooth speakers in this small handheld size are ridiculously prolific, especially on Amazon. Most of them can be had for $20 or less and the vast majority of them are just plain bad. Coming in at 3x the price, this Sony SRS-XB13 is a much nicer, better sounding option. Hey Sony, what is up with your product names? A string of letters and numbers is NOT catchy. Keep in mind that this is a small and portable speaker, so this is something you listen to when youre alone or with one other person. This wont fill a large space or work as a speaker for a party, its just not loud enough for that. This is for putting on your nightstand by your bed, or taking with you on the go for your own personal listening. Its super compact, about 60% the size of a 12 oz drink can. This will fit in a backpack or handbag without taking up much space at all. The speaker has controls for volume, play/pause, and a pair button. Theres also a mic for talking to Siri on iOS and Google Assistant on Android, as well as making phone calls."", The battery life is rated for 16 hours of use, recharging takes a while though (4 hours or so).  USB C port for charging, and a cable is included in the box. This speaker supports Google fast pair for Android, this will tie the device to your Google account and let you search for the speaker\s location using the ""Google Find My Device"" app available in the Play Store. This is a really nice bonus, I love the fast pair prompt, it reminds me of how AirPods work. My only complaint is just the price, I think $35-$40 would be a lot more fair. You can get some great options around the $30 price that might actually be better options for a lot of people. The fast pair option is the only thing that those products don\t have, it\s up to you if it\s worth it to have that feature. Keep in mind, this is for Android only, so it doesn\t help people with iPhones.","{'feature': 'battery life of wireless-bluetooth-speakers', 'actual_sentence_extracted': 'The battery life is rated for 16 hours of use, recharging takes a while though (4 hours or so).', 'rephrased_it(without experience & observation)': 'The user mentioned that the battery life of the speaker is rated for 16 hours of use and it takes 4 hours to recharge. ', 'sentiment': 'positive'}",battery life,The user mentioned that the battery life of the speaker is rated for 16 hours of use and it takes 4 hours to recharge. ,,The speaker has a battery life of 16 hours and takes 4 hours to recharge.,yes
